loci_spal,multAllele,counts,het,hobs,p,q,hexp
loc1856_pos23,FALSE,270,119,0.440740740740741,0.227777777777778,0.772222222222222,0.35179012345679
loc1891_pos7,FALSE,290,19,0.0655172413793104,0.943103448275862,0.0568965517241379,0.107318668252081
loc1895_pos94,FALSE,306,27,0.0882352941176471,0.0669934640522876,0.933006535947712,0.125010679653125
loc1914_pos16,FALSE,296,90,0.304054054054054,0.239864864864865,0.760135135135135,0.36465942293645
loc1929_pos12,FALSE,292,29,0.0993150684931507,0.936643835616438,0.0633561643835616,0.118684321636329
loc1936_pos0,FALSE,296,31,0.10472972972973,0.934121621621622,0.0658783783783784,0.123076835281227
loc1946_pos29,FALSE,289,23,0.0795847750865052,0.939446366782007,0.0605536332179931,0.113773781444188
loc1961_pos13,FALSE,263,24,0.091254752851711,0.923954372623574,0.0760456273764258,0.140525379866703
loc1973_pos3,FALSE,277,37,0.133574007220217,0.113718411552347,0.886281588447653,0.201573068852715
loc1993_pos1,FALSE,277,34,0.122743682310469,0.895306859205776,0.104693140794224,0.187464974129729
loc2028_pos12,FALSE,279,28,0.100358422939068,0.906810035842294,0.0931899641577061,0.169011189475983
loc2033_pos4,FALSE,276,103,0.373188405797101,0.516304347826087,0.483695652173913,0.499468336483932
loc2035_pos10,FALSE,278,40,0.143884892086331,0.906474820143885,0.0935251798561151,0.169556441177993
loc2037_pos109,FALSE,298,48,0.161073825503356,0.86241610738255,0.13758389261745,0.237309130219359
loc2046_pos7,FALSE,274,76,0.277372262773723,0.222627737226277,0.777372262773723,0.34612925568757
loc2053_pos16,FALSE,298,29,0.0973154362416107,0.937919463087248,0.0620805369127517,0.116453087698752
loc2061_pos15,FALSE,276,32,0.115942028985507,0.923913043478261,0.0760869565217391,0.140595463137996
loc2105_pos122,FALSE,282,111,0.393617021276596,0.370567375886525,0.629432624113475,0.4664943916302
loc2119_pos13,FALSE,272,75,0.275735294117647,0.729779411764706,0.270220588235294,0.394402843858132
loc2127_pos95,FALSE,286,111,0.388111888111888,0.711538461538462,0.288461538461538,0.410502958579882
loc2135_pos34,FALSE,300,48,0.16,0.896666666666667,0.103333333333333,0.185311111111111
loc2137_pos53,FALSE,260,87,0.334615384615385,0.632692307692308,0.367307692307692,0.46478550295858
loc2140_pos34,FALSE,268,58,0.216417910447761,0.358208955223881,0.64179104477612,0.459790599242593
loc2204_pos0,FALSE,263,100,0.380228136882129,0.638783269961977,0.361216730038023,0.461478407957322
loc2207_pos22,FALSE,263,77,0.29277566539924,0.325095057034221,0.674904942965779,0.438816521852275
loc2211_pos2,FALSE,292,119,0.407534246575342,0.481164383561644,0.518835616438356,0.499290439106774
loc2212_pos29,FALSE,263,27,0.102661596958175,0.865019011406844,0.134980988593156,0.23352224262314
loc2213_pos163,FALSE,270,53,0.196296296296296,0.853703703703704,0.146296296296296,0.249787379972565
loc2237_pos7,FALSE,259,15,0.0579150579150579,0.0521235521235521,0.947876447876448,0.0988133748751509
loc2269_pos17,FALSE,272,57,0.209558823529412,0.840073529411765,0.159926470588235,0.268699989186851
loc2271_pos15,FALSE,268,98,0.365671641791045,0.33955223880597,0.66044776119403,0.448513031855647
loc2328_pos3,FALSE,279,111,0.397849462365591,0.482078853046595,0.517921146953405,0.499357664983749
loc2396_pos20,FALSE,295,133,0.450847457627119,0.442372881355932,0.557627118644068,0.493358230393565
loc2399_pos91,FALSE,276,37,0.134057971014493,0.125,0.875,0.21875
loc2402_pos122,FALSE,289,63,0.217993079584775,0.178200692041523,0.821799307958478,0.29289041079489
loc2408_pos20,FALSE,285,33,0.115789473684211,0.110526315789474,0.889473684210526,0.196620498614958
loc2426_pos7,FALSE,292,89,0.304794520547945,0.631849315068493,0.368150684931507,0.465231516231938
loc2449_pos2,FALSE,277,35,0.126353790613718,0.102888086642599,0.897111913357401,0.184604256539249
loc2456_pos55,FALSE,303,69,0.227722772277228,0.872937293729373,0.127062706270627,0.221835549891623
loc2470_pos126,FALSE,285,25,0.087719298245614,0.910526315789474,0.0894736842105263,0.162936288088643
loc2484_pos136,FALSE,290,29,0.1,0.0568965517241379,0.943103448275862,0.107318668252081
loc2496_pos10,FALSE,267,42,0.157303370786517,0.913857677902622,0.0861423220973783,0.1574436448821
loc2514_pos54,FALSE,284,35,0.123239436619718,0.882042253521127,0.117957746478873,0.208087433048998
loc2544_pos13,FALSE,290,41,0.141379310344828,0.918965517241379,0.0810344827586207,0.148935790725327
loc2549_pos94,FALSE,283,56,0.197879858657244,0.279151943462898,0.720848056537102,0.40245227184757
loc2559_pos55,FALSE,283,59,0.208480565371025,0.853356890459364,0.146643109540636,0.250277815929778
loc2574_pos1,FALSE,277,91,0.328519855595668,0.25812274368231,0.74187725631769,0.382990785752453
loc2577_pos114,FALSE,260,23,0.0884615384615385,0.948076923076923,0.051923076923077,0.0984541420118344
loc2582_pos46,FALSE,272,21,0.0772058823529412,0.943014705882353,0.0569852941176471,0.107475940743945
loc2586_pos147,FALSE,280,80,0.285714285714286,0.217857142857143,0.782142857142857,0.340790816326531
loc2594_pos3,FALSE,280,21,0.075,0.948214285714286,0.0517857142857143,0.0982079081632654
loc2600_pos111,FALSE,287,41,0.142857142857143,0.865853658536585,0.134146341463415,0.232302201070791
loc2616_pos46,FALSE,304,105,0.345394736842105,0.449013157894737,0.550986842105263,0.494800683864266
loc2625_pos7,FALSE,291,62,0.213058419243986,0.185567010309278,0.814432989690722,0.302263789988309
loc2626_pos40,FALSE,292,68,0.232876712328767,0.825342465753425,0.174657534246575,0.288304559954963
loc2636_pos6,FALSE,291,62,0.213058419243986,0.790378006872852,0.209621993127148,0.3313612262491
loc2654_pos23,FALSE,259,38,0.146718146718147,0.841698841698842,0.158301158301158,0.26648380316334
loc2665_pos93,FALSE,262,41,0.156488549618321,0.818702290076336,0.181297709923664,0.296857700600198
loc2681_pos27,FALSE,282,33,0.117021276595745,0.828014184397163,0.171985815602837,0.284813389668528
loc2695_pos17,FALSE,274,18,0.0656934306569343,0.934306569343066,0.0656934306569343,0.122755607650914
loc2729_pos9,FALSE,297,38,0.127946127946128,0.0707070707070707,0.929292929292929,0.131415161718192
loc2740_pos14,FALSE,299,79,0.264214046822742,0.827759197324415,0.172240802675585,0.285147817138511
loc2761_pos17,FALSE,269,95,0.353159851301115,0.37360594795539,0.62639405204461,0.468049087215489
loc2775_pos7,FALSE,276,38,0.13768115942029,0.898550724637681,0.101449275362319,0.182314639781559
loc2777_pos1,FALSE,307,65,0.211726384364821,0.802931596091205,0.197068403908795,0.31646489617927
loc2781_pos52,FALSE,300,26,0.0866666666666667,0.933333333333333,0.0666666666666667,0.124444444444444
loc2817_pos135,FALSE,269,78,0.28996282527881,0.37546468401487,0.62453531598513,0.468981910144968
loc2820_pos14,FALSE,266,41,0.154135338345865,0.922932330827068,0.0770676691729323,0.142256487082367
loc2826_pos88,FALSE,259,21,0.0810810810810811,0.947876447876448,0.0521235521235521,0.098813374875151
loc2833_pos36,FALSE,282,103,0.365248226950355,0.533687943262411,0.466312056737589,0.497730244957497
loc2858_pos43,FALSE,277,75,0.270758122743682,0.330324909747292,0.669675090252708,0.442420727495471
loc2879_pos64,FALSE,295,93,0.315254237288136,0.733898305084746,0.266101694915254,0.390583165756966
loc2887_pos176,FALSE,261,32,0.122605363984674,0.915708812260536,0.0842911877394636,0.154372366817868
loc2904_pos27,FALSE,303,42,0.138613861386139,0.904290429042904,0.0957095709570958,0.173098497968609
loc2907_pos24,FALSE,287,88,0.306620209059233,0.787456445993031,0.212543554006969,0.334737583314111
loc2938_pos9,FALSE,286,41,0.143356643356643,0.854895104895105,0.145104895104895,0.248098929042985
loc2950_pos6,FALSE,288,61,0.211805555555556,0.262152777777778,0.737847222222222,0.386857397762346
loc2962_pos28,FALSE,267,84,0.314606741573034,0.355805243445693,0.644194756554307,0.458415744364488
loc2969_pos18,FALSE,281,31,0.110320284697509,0.919928825622776,0.0800711743772242,0.147319562822153
loc2986_pos5,FALSE,293,102,0.348122866894198,0.303754266211604,0.696245733788396,0.422975223939708
loc2990_pos4,FALSE,295,28,0.0949152542372881,0.925423728813559,0.0745762711864407,0.138029301924734
loc2995_pos131,FALSE,300,90,0.3,0.343333333333333,0.656666666666667,0.450911111111111
loc3013_pos24,FALSE,309,77,0.249190938511327,0.1957928802589,0.8042071197411,0.314916056597648
loc3023_pos0,FALSE,279,35,0.125448028673835,0.0770609318996416,0.922939068100358,0.142245089348801
loc3035_pos3,FALSE,301,88,0.292358803986711,0.740863787375415,0.259136212624585,0.383969271862342
loc3040_pos7,FALSE,270,50,0.185185185185185,0.825925925925926,0.174074074074074,0.287544581618656
loc3052_pos124,FALSE,286,126,0.440559440559441,0.475524475524476,0.524475524475524,0.498801897403296
loc3054_pos5,FALSE,287,74,0.257839721254355,0.81184668989547,0.18815331010453,0.305503284002477
loc3083_pos6,FALSE,288,64,0.222222222222222,0.166666666666667,0.833333333333333,0.277777777777778
loc3107_pos28,FALSE,297,84,0.282828282828283,0.737373737373737,0.262626262626263,0.387307417610448
loc3116_pos17,FALSE,292,26,0.089041095890411,0.948630136986301,0.0513698630136986,0.0974620003753049
loc3131_pos72,FALSE,294,35,0.119047619047619,0.906462585034014,0.0935374149659864,0.169576333934935
loc3135_pos2,FALSE,273,81,0.296703296703297,0.712454212454212,0.287545787545788,0.409726415220921
loc3139_pos10,FALSE,280,26,0.0928571428571429,0.928571428571429,0.0714285714285714,0.13265306122449
loc3156_pos15,FALSE,267,95,0.355805243445693,0.410112359550562,0.589887640449438,0.483840424188865
loc3162_pos45,FALSE,297,33,0.111111111111111,0.930976430976431,0.069023569023569,0.128518631885635
loc3189_pos9,FALSE,284,33,0.116197183098592,0.903169014084507,0.096830985915493,0.174909492164253
loc3192_pos22,FALSE,278,103,0.370503597122302,0.43705035971223,0.56294964028777,0.492074685575281
loc3201_pos21,FALSE,290,88,0.303448275862069,0.720689655172414,0.279310344827586,0.402592152199762
loc3206_pos1,FALSE,278,23,0.0827338129496403,0.929856115107914,0.0701438848920863,0.130447440608664
loc3216_pos23,FALSE,309,155,0.501618122977346,0.490291262135922,0.509708737864078,0.499811480818173
loc3219_pos5,FALSE,298,36,0.120805369127517,0.100671140939597,0.899328859060403,0.181072924643034
loc3221_pos27,FALSE,286,21,0.0734265734265734,0.938811188811189,0.0611888111888111,0.114889481148222
loc3235_pos17,FALSE,299,130,0.434782608695652,0.505016722408027,0.494983277591973,0.499949664992562
loc3252_pos42,FALSE,263,101,0.384030418250951,0.38212927756654,0.61787072243346,0.472212985586028
loc3270_pos18,FALSE,276,77,0.278985507246377,0.817028985507246,0.182971014492754,0.298985244696492
loc3290_pos95,FALSE,278,45,0.161870503597122,0.87589928057554,0.12410071942446,0.217399461725584
loc3295_pos13,FALSE,277,42,0.151624548736462,0.895306859205776,0.104693140794224,0.187464974129729
loc3299_pos8,FALSE,267,72,0.269662921348315,0.352059925093633,0.647940074906367,0.456227468473397
loc3333_pos3,FALSE,291,70,0.240549828178694,0.199312714776632,0.800687285223368,0.319174313010002
loc3339_pos29,FALSE,284,44,0.154929577464789,0.894366197183099,0.105633802816901,0.188950605038683
loc3353_pos13,FALSE,302,54,0.178807947019868,0.145695364238411,0.854304635761589,0.248936450155695
loc3363_pos4,FALSE,263,45,0.171102661596958,0.903041825095057,0.096958174904943,0.175114574448091
loc3367_pos3,FALSE,265,81,0.305660377358491,0.247169811320755,0.752830188679245,0.372153791384834
loc3370_pos13,FALSE,286,54,0.188811188811189,0.863636363636364,0.136363636363636,0.235537190082645
loc3384_pos13,FALSE,272,81,0.297794117647059,0.262867647058824,0.737132352941176,0.387536494377163
loc3385_pos108,FALSE,296,30,0.101351351351351,0.925675675675676,0.0743243243243243,0.137600438276114
loc3398_pos5,FALSE,292,24,0.0821917808219178,0.897260273972603,0.102739726027397,0.184368549446425
loc3419_pos94,FALSE,295,51,0.172881355932203,0.110169491525424,0.889830508474576,0.196064349324907
loc3428_pos6,FALSE,296,81,0.273648648648649,0.204391891891892,0.795608108108108,0.32523169284149
loc3435_pos2,FALSE,286,25,0.0874125874125874,0.945804195804196,0.0541958041958042,0.102517238006748
loc3452_pos92,FALSE,281,23,0.0818505338078292,0.0693950177935943,0.930604982206406,0.129158698598042
loc3458_pos13,FALSE,267,39,0.146067415730337,0.882022471910112,0.117977528089888,0.208117661911375
loc3472_pos26,FALSE,284,44,0.154929577464789,0.887323943661972,0.112676056338028,0.199960325332275
loc3473_pos9,FALSE,268,36,0.134328358208955,0.895522388059702,0.104477611940298,0.187124081087102
loc3482_pos13,FALSE,290,113,0.389655172413793,0.456896551724138,0.543103448275862,0.49628418549346
loc3487_pos66,FALSE,278,69,0.248201438848921,0.811151079136691,0.188848920863309,0.306370011904146
loc3504_pos13,FALSE,305,35,0.114754098360656,0.0836065573770492,0.916393442622951,0.153233001881215
loc3516_pos163,FALSE,267,26,0.097378277153558,0.913857677902622,0.0861423220973783,0.1574436448821
